customerID,Segment,BusinessName,tenure,MonthlyCharges,PredictedChurnProbability
9824-QCJPK,3,"Established, Low-Spend, Low-Risk",36,20.0,0.025640461581130928
4763-PGDPO,2,"New, High-Spend, High-Risk",4,70.4,0.6192692554638838
4283-IVYCI,4,"New, Low-Spend, High-Risk",9,64.95,0.22903757074359726
1866-OBPNR,2,"New, High-Spend, High-Risk",1,74.6,0.5541146720504988
8205-MQUGY,4,"New, Low-Spend, High-Risk",12,49.2,0.1934890127159804
8970-ANWXO,4,"New, Low-Spend, High-Risk",23,73.75,0.20707494026518655
9480-BQJEI,1,"Established, High-Spend, Low-Risk",62,92.3,0.11409160676767731
5394-SVGJV,2,"New, High-Spend, High-Risk",37,98.8,0.49584056160073303
6979-TNDEU,4,"New, Low-Spend, High-Risk",8,19.2,0.16789973009790676
9777-WJJPR,2,"New, High-Spend, High-Risk",31,88.65,0.5579353806377386
9283-LZQOH,2,"New, High-Spend, High-Risk",13,74.4,0.5677497389551563
7079-QRCBC,2,"New, High-Spend, High-Risk",24,98.75,0.6807805700424723
9495-SKLKD,1,"Established, High-Spend, Low-Risk",45,95.95,0.3598647639712763
6048-UWKAL,1,"Established, High-Spend, Low-Risk",69,105.4,0.09064266798925646
5067-DGXLL,4,"New, Low-Spend, High-Risk",2,20.25,0.20917899869910533
5469-CTCWN,1,"Established, High-Spend, Low-Risk",61,106.0,0.13877232281243684
9851-QXEEQ,2,"New, High-Spend, High-Risk",41,104.7,0.5330402758932176
6281-FKEWS,3,"Established, Low-Spend, Low-Risk",44,49.05,0.15990179383626713
8898-KASCD,3,"Established, Low-Spend, Low-Risk",39,35.55,0.06975461428900137
9242-TKFSV,1,"Established, High-Spend, Low-Risk",72,65.1,0.01084418214308129
9290-SHCMB,2,"New, High-Spend, High-Risk",13,96.85,0.710354670678881
0743-HNPFG,1,"Established, High-Spend, Low-Risk",51,69.75,0.02073585620866076
2277-BKJKN,1,"Established, High-Spend, Low-Risk",71,99.2,0.09146671241400486
9809-IMGCQ,2,"New, High-Spend, High-Risk",22,96.7,0.7318072557954433
5208-HFSBT,4,"New, Low-Spend, High-Risk",2,55.05,0.2818864596827828
5035-PGZXH,1,"Established, High-Spend, Low-Risk",56,106.8,0.25144771794428417
8695-WDYEA,4,"New, Low-Spend, High-Risk",1,51.25,0.3120673606001533
6543-JXSOO,4,"New, Low-Spend, High-Risk",23,57.75,0.040598063198992944
8016-ZMGMO,1,"Established, High-Spend, Low-Risk",66,70.85,0.058303537426294315
8605-ITULD,4,"New, Low-Spend, High-Risk",1,19.55,0.21720015950777147
3254-YRILK,2,"New, High-Spend, High-Risk",19,88.2,0.6689648109825698
6416-YJTTB,2,"New, High-Spend, High-Risk",11,79.5,0.43373516061345563
2667-WYLWJ,4,"New, Low-Spend, High-Risk",8,19.75,0.06958995187143807
4472-VESGY,1,"Established, High-Spend, Low-Risk",52,98.15,0.22188468637506462
3195-TQDZX,4,"New, Low-Spend, High-Risk",3,20.25,0.20179455657361503
3128-YOVTD,1,"Established, High-Spend, Low-Risk",51,79.15,0.1251246330959992
0529-ONKER,2,"New, High-Spend, High-Risk",15,75.65,0.6507096101165927
1728-CXQBE,1,"Established, High-Spend, Low-Risk",64,94.25,0.3277441947463791
7041-TXQJH,4,"New, Low-Spend, High-Risk",37,40.2,0.2650174554374563
5014-GSOUQ,4,"New, Low-Spend, High-Risk",13,19.95,0.03668653482781221
5724-BIDBU,3,"Established, Low-Spend, Low-Risk",49,55.35,0.04434319352152218
0481-SUMCB,1,"Established, High-Spend, Low-Risk",45,102.15,0.39517077256447236
1769-GRUIK,2,"New, High-Spend, High-Risk",18,71.1,0.4935540963336407
5240-IJOQT,2,"New, High-Spend, High-Risk",1,74.7,0.7532492749544464
8819-WFGGJ,3,"Established, Low-Spend, Low-Risk",68,54.1,0.02510153317969332
7427-AUFPY,3,"Established, Low-Spend, Low-Risk",54,19.65,0.005652240761604722
2811-POVEX,2,"New, High-Spend, High-Risk",23,88.45,0.48826650959375445
1092-GANHU,2,"New, High-Spend, High-Risk",17,76.65,0.49513278057531085
7898-PDWQE,1,"Established, High-Spend, Low-Risk",71,80.4,0.010157008646833459
9972-EWRJS,3,"Established, Low-Spend, Low-Risk",67,19.25,0.0025279037611991755
9314-IJWSQ,2,"New, High-Spend, High-Risk",14,84.8,0.6354005419375206
0661-XEYAN,4,"New, Low-Spend, High-Risk",1,25.8,0.6134729482501073
5799-JRCZO,3,"Established, Low-Spend, Low-Risk",63,19.5,0.0029008497160161015
1921-KYSAY,1,"Established, High-Spend, Low-Risk",41,68.6,0.08670480541763266
6198-RTPMF,2,"New, High-Spend, High-Risk",17,92.6,0.7386502080150821
2924-KHUVI,1,"Established, High-Spend, Low-Risk",56,100.55,0.20430285131836295
1925-GMVBW,4,"New, Low-Spend, High-Risk",5,20.55,0.18486476993928455
7881-EVUAD,4,"New, Low-Spend, High-Risk",2,42.6,0.4750116836342539
6184-DYUOB,4,"New, Low-Spend, High-Risk",3,19.6,0.2058901066877125
9207-ZPANB,1,"Established, High-Spend, Low-Risk",37,67.45,0.04176160113610649
5766-XQXMQ,4,"New, Low-Spend, High-Risk",29,68.85,0.1501860366131745
9327-QSDED,4,"New, Low-Spend, High-Risk",8,43.55,0.36222228803805434
1656-DRSMG,1,"Established, High-Spend, Low-Risk",63,109.85,0.30162277915616625
3012-VFFMN,4,"New, Low-Spend, High-Risk",7,20.65,0.1420727168525937
2984-AFWNC,2,"New, High-Spend, High-Risk",3,95.4,0.714570734068772
0640-YJTPY,3,"Established, Low-Spend, Low-Risk",72,21.0,0.0019805953580287897
8096-LOIST,4,"New, Low-Spend, High-Risk",19,56.2,0.3220527944469224
9764-REAFF,3,"Established, Low-Spend, Low-Risk",59,18.4,0.004605927303986005
3703-VAVCL,2,"New, High-Spend, High-Risk",2,90.0,0.5384016075675803
7107-UBYKY,3,"Established, Low-Spend, Low-Risk",35,25.75,0.06004607715234161
4881-GQJTW,4,"New, Low-Spend, High-Risk",14,19.6,0.13364346316306594
8519-QJGJD,2,"New, High-Spend, High-Risk",14,75.35,0.5203415513100367
7876-DNYAP,3,"Established, Low-Spend, Low-Risk",69,19.8,0.002296689811412718
7905-NJMXS,4,"New, Low-Spend, High-Risk",7,64.2,0.26272440856071566
2882-WDTBA,1,"Established, High-Spend, Low-Risk",69,75.75,0.006060663309757529
2091-GPPIQ,1,"Established, High-Spend, Low-Risk",72,78.95,0.01713465505728504
6326-MTTXK,2,"New, High-Spend, High-Risk",8,100.85,0.748160085074912
5071-FBJFS,4,"New, Low-Spend, High-Risk",4,50.3,0.24474170678638818
2796-UUZZO,1,"Established, High-Spend, Low-Risk",63,80.3,0.12376924742834922
2429-AYKKO,3,"Established, Low-Spend, Low-Risk",72,19.85,0.0024940268520882492
9798-OPFEM,3,"Established, Low-Spend, Low-Risk",46,21.1,0.008042766759110333
0330-IVZHA,2,"New, High-Spend, High-Risk",5,69.95,0.6177452104086868
3794-NFNCH,4,"New, Low-Spend, High-Risk",30,50.0,0.1838783692825227
5193-QLVZB,1,"Established, High-Spend, Low-Risk",63,104.75,0.1251419745700244
7114-AEOZE,3,"Established, Low-Spend, Low-Risk",60,19.85,0.004231620078887294
2886-KEFUM,1,"Established, High-Spend, Low-Risk",63,107.5,0.22705578846076158
5522-NYKPB,2,"New, High-Spend, High-Risk",25,85.9,0.3733045212771596
4237-RLAQD,4,"New, Low-Spend, High-Risk",1,45.85,0.42289961425494194
9957-YODKZ,2,"New, High-Spend, High-Risk",6,80.8,0.709741588305778
6518-KZXCB,4,"New, Low-Spend, High-Risk",22,25.25,0.03389927967076223
2245-ADZFJ,1,"Established, High-Spend, Low-Risk",31,80.55,0.06304737995715805
7776-QGYJC,1,"Established, High-Spend, Low-Risk",39,81.5,0.19853937617559295
9313-QOLTZ,4,"New, Low-Spend, High-Risk",26,20.9,0.07948492596280783
9651-GTSAQ,1,"Established, High-Spend, Low-Risk",53,106.1,0.15244867361904912
3186-BAXNB,2,"New, High-Spend, High-Risk",1,91.7,0.5677794718173707
4672-FOTSD,4,"New, Low-Spend, High-Risk",12,67.25,0.18609986474685733
0637-YLETY,2,"New, High-Spend, High-Risk",16,95.6,0.6204182182868578
9818-XQCUV,4,"New, Low-Spend, High-Risk",2,20.35,0.20752792191946043
7338-ERIVA,3,"Established, Low-Spend, Low-Risk",39,45.05,0.05407283921282206
1157-BQCUW,2,"New, High-Spend, High-Risk",1,74.95,0.7150425059157054
8259-NFJTV,4,"New, Low-Spend, High-Risk",7,34.65,0.2532791594535762
3223-DWFIO,2,"New, High-Spend, High-Risk",4,69.35,0.6685084920439646
2660-EMUBI,2,"New, High-Spend, High-Risk",10,95.35,0.7988553032127191
6968-GMKPR,1,"Established, High-Spend, Low-Risk",55,81.55,0.19143775231921767
4751-ERMAN,1,"Established, High-Spend, Low-Risk",72,75.4,0.016796740028315188
1436-ZMJAN,2,"New, High-Spend, High-Risk",10,67.8,0.48054586479175154
3292-PBZEJ,2,"New, High-Spend, High-Risk",11,111.4,0.6735679359584849
0799-DDIHE,4,"New, Low-Spend, High-Risk",15,46.3,0.24342707596633856
3070-FNFZQ,4,"New, Low-Spend, High-Risk",23,20.4,0.018607007200529355
2812-SFXMJ,4,"New, Low-Spend, High-Risk",1,20.05,0.1777945162560352
7675-OZCZG,4,"New, Low-Spend, High-Risk",3,45.0,0.45039549740622853
5014-WUQMG,1,"Established, High-Spend, Low-Risk",47,96.1,0.09692620153841684
5312-TSZVC,4,"New, Low-Spend, High-Risk",15,19.65,0.050002941701329455
2003-CKLOR,1,"Established, High-Spend, Low-Risk",66,99.5,0.28253827683253224
0993-OSGPT,3,"Established, Low-Spend, Low-Risk",68,60.65,0.01713712713126099
9254-RBFON,2,"New, High-Spend, High-Risk",17,98.6,0.32301042809479585
1205-WNWPJ,4,"New, Low-Spend, High-Risk",7,59.5,0.34229661947990647
9391-EOYLI,2,"New, High-Spend, High-Risk",12,80.45,0.6728070252316984
7108-DGVUU,4,"New, Low-Spend, High-Risk",21,71.7,0.22612374380085543
2782-JEEBU,4,"New, Low-Spend, High-Risk",21,36.0,0.23854280759398494
5127-BZENZ,1,"Established, High-Spend, Low-Risk",56,65.2,0.038723818696258606
2720-FVBQP,4,"New, Low-Spend, High-Risk",6,48.95,0.39858548981717534
9906-NHHVC,3,"Established, Low-Spend, Low-Risk",65,53.5,0.04303228994327598
4522-XRWWI,1,"Established, High-Spend, Low-Risk",42,80.45,0.08149313080734803
3766-EJLFL,1,"Established, High-Spend, Low-Risk",68,109.05,0.0507703180215857
5939-SXWHM,3,"Established, Low-Spend, Low-Risk",48,26.3,0.008492306610528305
8152-UOBNY,1,"Established, High-Spend, Low-Risk",50,106.8,0.2552150529158755
7351-KYHQH,2,"New, High-Spend, High-Risk",7,64.95,0.43249927608839855
7643-RCHXS,3,"Established, Low-Spend, Low-Risk",63,19.35,0.003016240537420901
8246-SHFGA,4,"New, Low-Spend, High-Risk",17,21.1,0.11644817138079534
8387-MOJJT,1,"Established, High-Spend, Low-Risk",42,77.95,0.33784162721720234
0620-XEFWH,4,"New, Low-Spend, High-Risk",4,18.85,0.16471481856960243
6485-QXWWE,3,"Established, Low-Spend, Low-Risk",62,26.0,0.0044306658967925485
2761-OCIAX,2,"New, High-Spend, High-Risk",2,74.7,0.6460832098722031
7321-VGNKU,2,"New, High-Spend, High-Risk",2,70.35,0.641147291676407
5327-CNLUQ,1,"Established, High-Spend, Low-Risk",48,96.9,0.0913918916367615
7552-KEYGT,3,"Established, Low-Spend, Low-Risk",27,19.55,0.02017351067881145
5816-JMLGY,1,"Established, High-Spend, Low-Risk",70,80.4,0.012838678160620618
3068-OMWZA,2,"New, High-Spend, High-Risk",1,88.8,0.7955045375312072
2927-QRRQV,1,"Established, High-Spend, Low-Risk",46,94.65,0.24526761847990045
6032-KRXXO,2,"New, High-Spend, High-Risk",30,90.25,0.5660435859856064
7459-RRWQZ,4,"New, Low-Spend, High-Risk",15,64.65,0.33083721766618085
6265-SXWBU,1,"Established, High-Spend, Low-Risk",69,95.75,0.11042281094406192
7941-RCJOW,3,"Established, Low-Spend, Low-Risk",65,19.55,0.0034052232524860305
6374-NTQLP,1,"Established, High-Spend, Low-Risk",72,104.1,0.037317474558112275
4154-AQUGT,2,"New, High-Spend, High-Risk",13,89.05,0.5376861380483506
2387-KDZQY,4,"New, Low-Spend, High-Risk",17,20.1,0.057930095835669826
3584-WKTTW,1,"Established, High-Spend, Low-Risk",51,111.55,0.1746314805724326
3399-BMLVW,3,"Established, Low-Spend, Low-Risk",51,60.5,0.007431900832889211
1971-DTCZB,1,"Established, High-Spend, Low-Risk",72,90.95,0.01467835511145948
3092-IGHWF,1,"Established, High-Spend, Low-Risk",67,87.4,0.08147011120233488
3374-PZLXD,3,"Established, Low-Spend, Low-Risk",34,19.7,0.05729807753697783
3813-DHBBB,3,"Established, Low-Spend, Low-Risk",67,50.95,0.01087758381446941
2812-REYAT,3,"Established, Low-Spend, Low-Risk",49,20.05,0.014059265373361529
6518-PPLMZ,3,"Established, Low-Spend, Low-Risk",53,19.4,0.004872926974650379
4939-KYYPY,4,"New, Low-Spend, High-Risk",27,59.45,0.19266459004755523
8017-LXHFA,2,"New, High-Spend, High-Risk",23,94.75,0.6309397276426723
5930-GBIWP,1,"Established, High-Spend, Low-Risk",69,81.5,0.010359724455299816
6022-KOUQO,4,"New, Low-Spend, High-Risk",2,29.05,0.4042461333061344
6352-TWCAU,2,"New, High-Spend, High-Risk",35,86.45,0.5206269916751135
2361-UPSND,1,"Established, High-Spend, Low-Risk",46,70.6,0.03121640140786977
6035-RIIOM,1,"Established, High-Spend, Low-Risk",54,97.2,0.1545370739127855
2929-QNSRW,1,"Established, High-Spend, Low-Risk",56,98.25,0.26222024746179784
1262-OPMFY,2,"New, High-Spend, High-Risk",9,75.75,0.5683186749245238
9504-DSHWM,4,"New, Low-Spend, High-Risk",20,59.2,0.17084480718702813
5035-BVCXS,2,"New, High-Spend, High-Risk",11,75.9,0.5213382619570912
6267-DCFFZ,2,"New, High-Spend, High-Risk",30,90.05,0.578312409573991
3533-UVMOM,1,"Established, High-Spend, Low-Risk",68,70.95,0.010550299952370574
2439-LYPMQ,2,"New, High-Spend, High-Risk",38,102.6,0.6139934922440102
4248-QPAVC,2,"New, High-Spend, High-Risk",17,85.35,0.5189091151068228
1899-VXWXM,1,"Established, High-Spend, Low-Risk",48,106.1,0.30099189015401384
1478-VPOAD,4,"New, Low-Spend, High-Risk",1,43.8,0.42833507426685496
9995-HOTOH,3,"Established, Low-Spend, Low-Risk",63,59.0,0.020837535960255234
2988-PLAHS,2,"New, High-Spend, High-Risk",3,69.95,0.3467813247021995
1371-OJCEK,3,"Established, Low-Spend, Low-Risk",48,24.35,0.020600801137588727
4999-IEZLT,3,"Established, Low-Spend, Low-Risk",66,29.45,0.02336675420020885
8883-ANODQ,1,"Established, High-Spend, Low-Risk",68,84.4,0.04118822942951824
4690-LLKUA,4,"New, Low-Spend, High-Risk",17,45.05,0.31876610816209233
2351-RRBUE,4,"New, Low-Spend, High-Risk",7,20.65,0.07180466535165363
5980-BDHPY,1,"Established, High-Spend, Low-Risk",72,87.1,0.014988500147047877
1498-DQNRX,3,"Established, Low-Spend, Low-Risk",29,19.85,0.07201221734961513
9469-WEJBT,1,"Established, High-Spend, Low-Risk",37,90.35,0.3363180886273041
3331-HQDTW,2,"New, High-Spend, High-Risk",34,109.8,0.45959636174634394
9490-DFPMD,2,"New, High-Spend, High-Risk",42,84.65,0.5147782718670751
2581-VKIRT,1,"Established, High-Spend, Low-Risk",59,65.5,0.015074635193980905
5442-XSDCW,2,"New, High-Spend, High-Risk",11,79.5,0.5846827445922835
7426-WEIJX,1,"Established, High-Spend, Low-Risk",60,80.95,0.17309345270201748
2851-MMUTZ,4,"New, Low-Spend, High-Risk",27,56.15,0.12671176797810896
3049-NDXFL,2,"New, High-Spend, High-Risk",1,85.8,0.7625203302082318
8580-AECUZ,2,"New, High-Spend, High-Risk",1,79.1,0.750744187775354
3307-TLCUD,4,"New, Low-Spend, High-Risk",17,34.4,0.29069214472070076
6625-FLENO,3,"Established, Low-Spend, Low-Risk",58,20.75,0.0048421649779910375
2967-MXRAV,4,"New, Low-Spend, High-Risk",1,18.8,0.09612458305236847
7963-GQRMY,4,"New, Low-Spend, High-Risk",3,44.3,0.3535231195126936
8189-HBVRW,1,"Established, High-Spend, Low-Risk",53,90.8,0.19688227303121209
4163-KIUHY,3,"Established, Low-Spend, Low-Risk",35,25.6,0.07523954729804777
1228-FZFRV,1,"Established, High-Spend, Low-Risk",50,105.95,0.34178598970748153
3500-NSDOA,1,"Established, High-Spend, Low-Risk",68,70.8,0.012911849079063778
1171-TYKUR,3,"Established, Low-Spend, Low-Risk",47,25.4,0.045894429924855595
3761-FLYZI,1,"Established, High-Spend, Low-Risk",65,108.8,0.4122811505906517
2058-DCJBE,2,"New, High-Spend, High-Risk",5,69.75,0.6144098275895291
5364-XYIRR,1,"Established, High-Spend, Low-Risk",51,94.65,0.496984478845049
4829-AUOAX,2,"New, High-Spend, High-Risk",46,96.05,0.5233294512785902
1219-NNDDO,2,"New, High-Spend, High-Risk",9,76.85,0.6458204588550954
8388-DMKAE,4,"New, Low-Spend, High-Risk",8,20.25,0.04542170900918174
4403-BWPAY,4,"New, Low-Spend, High-Risk",14,24.8,0.08988137286510925
9659-QEQSY,1,"Established, High-Spend, Low-Risk",45,115.65,0.3062728961868153
5405-ZMYXQ,2,"New, High-Spend, High-Risk",8,74.6,0.6599102814947456
5047-LHVLY,4,"New, Low-Spend, High-Risk",1,50.15,0.39703350368062523
1442-OKRJE,1,"Established, High-Spend, Low-Risk",66,103.15,0.09133978820906495
4737-AQCPU,1,"Established, High-Spend, Low-Risk",72,72.1,0.004830274985837898
9158-VCTQB,1,"Established, High-Spend, Low-Risk",41,113.6,0.33864252090529456
2808-CHTDM,4,"New, Low-Spend, High-Risk",23,25.1,0.025986231901587033
6311-UEUME,2,"New, High-Spend, High-Risk",29,78.9,0.49514380500250244
0793-TWELN,2,"New, High-Spend, High-Risk",4,80.15,0.5824717924566959
3283-WCWXT,4,"New, Low-Spend, High-Risk",6,25.4,0.05428010019454402
1060-ENTOF,1,"Established, High-Spend, Low-Risk",67,105.4,0.08789238947217658
0999-QXNSA,4,"New, Low-Spend, High-Risk",7,45.75,0.3524661312765947
5451-MHQOF,3,"Established, Low-Spend, Low-Risk",56,24.45,0.011906441398918046
4836-WNFNO,3,"Established, Low-Spend, Low-Risk",72,25.0,0.003755461709382612
9225-BZLNZ,1,"Established, High-Spend, Low-Risk",72,85.25,0.020772440740103662
0354-VXMJC,4,"New, Low-Spend, High-Risk",23,19.6,0.018826695894792165
4422-QVIJA,3,"Established, Low-Spend, Low-Risk",35,50.15,0.16427265509609704
9365-SRSZE,2,"New, High-Spend, High-Risk",27,70.55,0.4763848460390862
6839-ITVZJ,4,"New, Low-Spend, High-Risk",26,60.05,0.14914300513122614
8332-OSJDW,4,"New, Low-Spend, High-Risk",12,26.4,0.07824113319321051
4735-BJKOU,3,"Established, Low-Spend, Low-Risk",40,20.15,0.010719325041702237
0274-JKUJR,2,"New, High-Spend, High-Risk",7,58.85,0.4307312312391738
5740-YHGTW,1,"Established, High-Spend, Low-Risk",70,97.55,0.14293089789939475
8917-SZTTJ,3,"Established, Low-Spend, Low-Risk",60,19.65,0.003451092441439661
1696-MZVAU,3,"Established, Low-Spend, Low-Risk",39,25.25,0.08209521949979942
7359-WWYJV,1,"Established, High-Spend, Low-Risk",72,114.45,0.053915252726186746
0375-HVGXO,2,"New, High-Spend, High-Risk",1,34.7,0.6396737477450896
4906-ZHGPK,1,"Established, High-Spend, Low-Risk",54,70.7,0.04038975155408877
8593-WHYHV,2,"New, High-Spend, High-Risk",3,85.3,0.7543432169385008
3795-GWTRD,1,"Established, High-Spend, Low-Risk",63,75.55,0.007042360139666988
1298-PHBTI,1,"Established, High-Spend, Low-Risk",71,84.8,0.02756243803762267
6223-DHJGV,3,"Established, Low-Spend, Low-Risk",42,20.65,0.019350881879845606
6961-MJKBO,3,"Established, Low-Spend, Low-Risk",47,20.45,0.00781790816017434
6097-EQISJ,1,"Established, High-Spend, Low-Risk",66,102.45,0.16769210432169732
4423-YLHDV,2,"New, High-Spend, High-Risk",21,104.4,0.6002091111303077
8158-WPEZG,4,"New, Low-Spend, High-Risk",11,35.65,0.32611196546389404
0107-YHINA,2,"New, High-Spend, High-Risk",1,99.75,0.7631350377788761
4918-FYJNT,1,"Established, High-Spend, Low-Risk",55,90.45,0.23214147255061046
0727-BNRLG,1,"Established, High-Spend, Low-Risk",69,97.65,0.05458439284286512
4854-CIDCF,2,"New, High-Spend, High-Risk",3,73.85,0.662910329103268
8640-SDGKB,2,"New, High-Spend, High-Risk",4,74.4,0.42408500340567323
3280-MRDOF,1,"Established, High-Spend, Low-Risk",30,69.1,0.08083601678686082
6435-SRWBJ,2,"New, High-Spend, High-Risk",5,82.75,0.5847981597628987
9964-WBQDJ,3,"Established, Low-Spend, Low-Risk",71,24.4,0.0038839152025610204
6303-KFWSL,4,"New, Low-Spend, High-Risk",29,55.25,0.11798685115026707
1702-CCFNJ,3,"Established, Low-Spend, Low-Risk",52,61.35,0.07710820964947092
8932-CZHRQ,1,"Established, High-Spend, Low-Risk",68,76.75,0.029564474300167832
0386-CWRGM,3,"Established, Low-Spend, Low-Risk",46,19.4,0.006650741317626848
5515-RUGKN,4,"New, Low-Spend, High-Risk",8,54.75,0.4267674069598815
0404-AHASP,3,"Established, Low-Spend, Low-Risk",72,19.7,0.0025599462944827013
7279-NMVJC,4,"New, Low-Spend, High-Risk",17,19.9,0.058054754287340485
2081-VEYEH,2,"New, High-Spend, High-Risk",3,107.95,0.6031986540364379
6407-UTSLV,2,"New, High-Spend, High-Risk",2,83.8,0.7089439373229469
4116-TZAQJ,2,"New, High-Spend, High-Risk",9,74.25,0.46368658404680324
9060-HJJRW,3,"Established, Low-Spend, Low-Risk",51,56.4,0.1107331311591034
2587-YNLES,4,"New, Low-Spend, High-Risk",6,20.1,0.039811081416857026
7398-SKNQZ,2,"New, High-Spend, High-Risk",3,94.9,0.8070225326614895
5935-FCCNB,2,"New, High-Spend, High-Risk",17,94.2,0.7658576739512266
1958-RNRKS,4,"New, Low-Spend, High-Risk",30,49.9,0.24460208364386207
5136-RGMZO,1,"Established, High-Spend, Low-Risk",31,71.05,0.20224674461371261
8345-MVDYC,1,"Established, High-Spend, Low-Risk",45,81.65,0.026040396913688268
8226-BXGES,1,"Established, High-Spend, Low-Risk",64,89.45,0.07623639880983424
3877-JRJIP,2,"New, High-Spend, High-Risk",1,59.85,0.5747355647342793
8375-DKEBR,2,"New, High-Spend, High-Risk",1,69.6,0.6895026675921229
9705-IOVQQ,1,"Established, High-Spend, Low-Risk",61,99.0,0.22267641720117165
1015-OWJKI,4,"New, Low-Spend, High-Risk",1,19.05,0.22029832195800822
7511-YMXVQ,2,"New, High-Spend, High-Risk",9,45.4,0.6268937855941469
2040-XBAVJ,1,"Established, High-Spend, Low-Risk",72,114.45,0.04011998413739727
7551-JOHTI,4,"New, Low-Spend, High-Risk",1,19.5,0.21733475251364678
8887-IPQNC,4,"New, Low-Spend, High-Risk",7,44.25,0.37401682219593607
8646-JCOMS,1,"Established, High-Spend, Low-Risk",66,90.55,0.07799596928206333
9804-ICWBG,2,"New, High-Spend, High-Risk",1,69.9,0.6482151319189676
1222-KJNZD,3,"Established, Low-Spend, Low-Risk",40,20.4,0.034722742939154685
0106-GHRQR,2,"New, High-Spend, High-Risk",16,71.4,0.38080667981168226
5318-IXUZF,2,"New, High-Spend, High-Risk",2,87.15,0.6567241258724639
3768-VHXQO,3,"Established, Low-Spend, Low-Risk",67,24.85,0.004621979114241012
8952-WCVCD,1,"Established, High-Spend, Low-Risk",41,104.45,0.19381675508247254
2418-TPEUN,3,"Established, Low-Spend, Low-Risk",56,19.8,0.004130514695880093
3963-RYFNS,1,"Established, High-Spend, Low-Risk",72,116.45,0.04695452614822062
3198-VELRD,2,"New, High-Spend, High-Risk",3,84.75,0.7099765195583526
8540-ZQGEA,3,"Established, Low-Spend, Low-Risk",54,20.05,0.0058213525843264155
1320-REHCS,1,"Established, High-Spend, Low-Risk",52,110.75,0.4144416573257957
4137-JOPHL,1,"Established, High-Spend, Low-Risk",50,89.7,0.06879224915195635
9436-ZBZCT,2,"New, High-Spend, High-Risk",14,89.95,0.5912307746520681
7801-CEDNV,4,"New, Low-Spend, High-Risk",27,48.7,0.07586627008608696
2057-BOYKM,1,"Established, High-Spend, Low-Risk",72,96.6,0.026610332916454208
3658-QQJYD,1,"Established, High-Spend, Low-Risk",62,74.3,0.038150777474873804
1803-BGNBD,4,"New, Low-Spend, High-Risk",12,54.3,0.2124058443023892
0134-XWXCE,1,"Established, High-Spend, Low-Risk",44,74.85,0.09323368370701882
6950-TWMYB,1,"Established, High-Spend, Low-Risk",54,79.95,0.032386391325298615
5848-FHRFC,3,"Established, Low-Spend, Low-Risk",68,20.05,0.0029798238561441204
2243-FNMMI,4,"New, Low-Spend, High-Risk",20,19.4,0.10486310936982876
2511-MORQY,3,"Established, Low-Spend, Low-Risk",50,54.9,0.04951184530158782
5356-KZCKT,3,"Established, Low-Spend, Low-Risk",58,24.45,0.0070141827842243485
9470-XCCEM,2,"New, High-Spend, High-Risk",35,89.65,0.43785625698150876
6519-CFDBX,4,"New, Low-Spend, High-Risk",2,45.4,0.41171303001098214
3902-MIVLE,1,"Established, High-Spend, Low-Risk",63,75.7,0.011194886143341933
0409-WTMPL,1,"Established, High-Spend, Low-Risk",58,110.65,0.1837540849819733
8763-KIAFH,3,"Established, Low-Spend, Low-Risk",27,20.55,0.030128573408590865
3669-WHAFY,1,"Established, High-Spend, Low-Risk",71,115.15,0.05219954444608137
3055-VTCGS,3,"Established, Low-Spend, Low-Risk",63,58.55,0.038217859057734074
3144-KMTWZ,1,"Established, High-Spend, Low-Risk",71,93.25,0.24551993035857653
7279-BUYWN,2,"New, High-Spend, High-Risk",41,113.2,0.4642455396149984
7156-MHUGY,2,"New, High-Spend, High-Risk",13,90.5,0.7273493254250276
7198-GLXTC,2,"New, High-Spend, High-Risk",2,79.0,0.7058653047159222
2007-QVGAW,3,"Established, Low-Spend, Low-Risk",68,19.35,0.0023593804738514944
5207-PLSTK,4,"New, Low-Spend, High-Risk",1,48.75,0.27365417381087365
2307-FYNNL,1,"Established, High-Spend, Low-Risk",65,109.05,0.0805753370074349
5605-XNWEN,3,"Established, Low-Spend, Low-Risk",72,25.0,0.004548336446807423
2155-AMQRX,4,"New, Low-Spend, High-Risk",28,54.9,0.18788590928839424
6181-AXXYF,3,"Established, Low-Spend, Low-Risk",72,24.75,0.0029704873041742604
5091-HFAZW,2,"New, High-Spend, High-Risk",2,91.15,0.5466645739231004
0516-VRYBW,4,"New, Low-Spend, High-Risk",18,20.15,0.04401341682199531
2519-LBNQL,1,"Established, High-Spend, Low-Risk",60,104.35,0.2820205343569718
8623-ULFNQ,4,"New, Low-Spend, High-Risk",26,66.05,0.2911477910879888
8380-PEFPE,2,"New, High-Spend, High-Risk",1,71.65,0.5822211653505582
5687-DKDTV,4,"New, Low-Spend, High-Risk",4,20.35,0.1924763260973713
1568-LJSZU,1,"Established, High-Spend, Low-Risk",68,92.2,0.013623588453485602
7530-HDYDS,1,"Established, High-Spend, Low-Risk",38,84.25,0.22712643661685675
7789-HKSBS,1,"Established, High-Spend, Low-Risk",42,105.2,0.3274218133352975
7416-CKTEP,3,"Established, Low-Spend, Low-Risk",57,19.6,0.005077591373541998
2586-CWXVV,3,"Established, Low-Spend, Low-Risk",54,30.4,0.09997441103793765
